Frame_ID	Timestamp(s)
1	14.9026224062285
2	14.9426220951385
3	14.9826217840485
4	15.0226214729586
5	15.0626211618686
6	15.1026208507787
7	15.1426205396887
8	15.1826202285987
9	15.2226199175088
10	15.2626196064188
11	15.3026192953288
12	15.3426189842389
13	15.3826186731489
14	15.4226183620589
15	15.4626180509690
16	15.5026177398790
17	15.5426174287891
18	15.5826171176991
19	15.6226168066091
20	15.6626164955192
21	15.7026161844292
22	15.7426158733392
23	15.7826155622493
24	15.8226152511593
25	15.8626149400694
26	15.9026146289794
27	15.9426143178894
28	15.9826140067995
29	16.0226136957095
30	16.0626133846195
31	16.1026130735296
32	16.1426127624396
33	16.1826124513496
34	16.2226121402597
35	16.2626118291697
36	16.3026115180798
37	16.3426112069898
38	16.3826108958998
39	16.4226105848099
40	16.4626102737199
41	16.5026099626299
42	16.5426096515400
43	16.5826093404500
44	16.6226090293601
45	16.6626087182701
46	16.7026084071801
47	16.7426080960902
48	16.7826077850002
49	16.8226074739102
50	16.8626071628203
51	16.9026068517303
52	16.9426065406404
53	16.9826062295504
54	17.0226059184604
55	17.0626056073705
56	17.1026052962805
57	17.1426049851905
58	17.1826046741006
59	17.2226043630106
60	17.2626040519206
61	17.3026037408307
62	17.3426034297407
63	17.3826031186508
64	17.4226028075608
65	17.4626024964708
66	17.5026021853809
67	17.5426018742909
68	17.5826015632009
69	17.6226012521110
70	17.6626009410210
71	17.7026006299311
72	17.7426003188411
73	17.7826000077511
74	17.8225996966612
75	17.8625993855712
76	17.9025990744812
77	17.9425987633913
78	17.9825984523013
79	18.0225981412114
80	18.0625978301214
81	18.1025975190314
82	18.1425972079415
83	18.1825968968515
84	18.2225965857615
85	18.2625962746716
86	18.3025959635816
87	18.3425956524916
88	18.3825953414017
89	18.4225950303117
90	18.4625947192218
91	18.5025944081318
92	18.5425940970418
93	18.5825937859519
94	18.6225934748619
95	18.6625931637719
96	18.7025928526820
97	18.7425925415920
98	18.7825922305021
99	18.8225919194121
100	18.8625916083221
101	18.9025912972322
102	18.9425909861422
103	18.9825906750522
104	19.0225903639623
105	19.0625900528723
106	19.1025897417824
107	19.1425894306924
108	19.1825891196024
109	19.2225888085125
110	19.2625884974225
111	19.3025881863325
112	19.3425878752426
113	19.3825875641526
114	19.4225872530626
115	19.4625869419727
116	19.5025866308827
117	19.5425863197928
118	19.5825860087028
119	19.6225856976128
120	19.6625853865229
121	19.7025850754329
122	19.7425847643429
123	19.7825844532530
124	19.8225841421630
125	19.8625838310731
126	19.9025835199831
127	19.9425832088931
128	19.9825828978032
129	20.0225825867132
130	20.0625822756232
131	20.1025819645333
132	20.1425816534433
133	20.1825813423533
134	20.2225810312634
135	20.2625807201734
136	20.3025804090835
137	20.3425800979935
138	20.3825797869035
139	20.4225794758136
140	20.4625791647236
141	20.5025788536336
142	20.5425785425437
143	20.5825782314537
144	20.6225779203638
145	20.6625776092738
146	20.7025772981838
147	20.7425769870939
148	20.7825766760039
149	20.8225763649139
150	20.8625760538240
151	20.9025757427340
152	20.9425754316441
153	20.9825751205541
154	21.0225748094641
155	21.0625744983742
156	21.1025741872842
157	21.1425738761942
158	21.1825735651043
159	21.2225732540143
160	21.2625729429243
