Frame_ID	Timestamp(s)
1	-7.20098754427852
2	-7.16767540871681
3	-7.13435217281004
4	-7.10102893690326
5	-7.06770560099337
6	-7.03438236508659
7	-7.00105912917981
8	-6.96773589327303
9	-6.93441265736625
10	-6.90108932145636
11	-6.86776608554958
12	-6.83445394998788
13	-6.80111961373603
14	-6.76780747817432
15	-6.73448414226443
16	-6.70113870566751
17	-6.66783767045087
18	-6.63451443454409
19	-6.60117999828913
20	-6.56785676238235
21	-6.53454462682065
22	-6.50122139091387
23	-6.46789815500709
24	-6.43457481909720
25	-6.40125158319042
26	-6.36792834728364
27	-6.33460511137686
28	-6.30128177546697
29	-6.26795853956019
30	-6.23463530365341
31	-6.20131206774664
32	-6.16798883183986
33	-6.13466549592997
34	-6.10133115967812
35	-6.06801902411641
36	-6.03470688855470
37	-6.00137245229974
38	-5.96806031673803
39	-5.93472598048618
40	-5.90140274457940
41	-5.86809060901770
42	-5.83476727310781
43	-5.80144403720103
44	-5.76808750025903
45	-5.73479756538747
46	-5.70147432948069
47	-5.66815099357080
48	-5.63482775766402
49	-5.60150452175725
50	-5.56818128585047
51	-5.53484684959551
52	-5.50153471403380
53	-5.46821147812702
54	-5.43488824222024
55	-5.40156500631346
56	-5.36824167040357
57	-5.33490733415172
58	-5.30159519859001
59	-5.26827196268324
60	-5.23494862677335
61	-5.20162539086657
62	-5.16830215495979
63	-5.13499001939808
64	-5.10165568314623
65	-5.06833234723634
66	-5.03500911132956
67	-5.00168587542278
68	-4.96835153917093
69	-4.93505050395430
70	-4.90172716804441
71	-4.86840393213763
72	-4.83508069623085
73	-4.80173515963082
74	-4.76843412441418
75	-4.73511088850740
76	-4.70178765260063
77	-4.66846441669385
78	-4.63514118078707
79	-4.60181784487718
80	-4.56849460897040
81	-4.53517137306362
82	-4.50184813715684
83	-4.46852480124695
84	-4.43520156534017
85	-4.40187832943339
86	-4.36855509352661
87	-4.33523185761984
88	-4.30190852170995
89	-4.26858528580317
90	-4.23527315024146
91	-4.20193881398961
92	-4.16861547807972
93	-4.13529224217294
94	-4.10196900626616
95	-4.06864577035938
96	-4.03533363479768
97	-4.00201029888779
98	-3.96868706298101
99	-3.93536382707423
100	-3.90202949082238
101	-3.86871735526067
102	-3.83539401935078
103	-3.80205968309893
104	-3.76873644719215
105	-3.73542431163045
106	-3.70210097572056
107	-3.66877773981378
108	-3.63545450390700
109	-3.60213126800022
110	-3.56880803209344
111	-3.53548469618355
112	-3.50216146027677
113	-3.46883822436999
114	-3.43551498846321
115	-3.40218055220825
116	-3.36886841664655
117	-3.33554518073977
118	-3.30221084448792
119	-3.26889870892621
120	-3.23557537301632
121	-3.20225213710954
122	-3.16894000154783
123	-3.13561676564106
124	-3.10229352973428
125	-3.06897019382439
126	-3.03564695791761
127	-3.00232372201083
128	-2.96900048610405
129	-2.93567715019416
130	-2.90235391428738
131	-2.86903067838060
132	-2.83570744247382
133	-2.80238420656705
134	-2.76906087065716
135	-2.73573763475038
136	-2.70241439884360
137	-2.66909116293682
138	-2.63576782702693
139	-2.60244459112015
140	-2.56912135521337
141	-2.53579811930659
142	-2.50247488339981
143	-2.46915154748992
144	-2.43582831158315
145	-2.40250507567637
146	-2.36918183976959
147	-2.33585850385970
148	-2.30253526795292
149	-2.26920093170107
150	-2.23589989648443
151	-2.20255435988440
152	-2.16925332466777
153	-2.13593008876099
154	-2.10260685285421
155	-2.06928361694743
156	-2.03596038104065
157	-2.00263704513076
158	-1.96931380922398
159	-1.93597947297213
160	-1.90266733741042
161	-1.86934400150054
162	-1.83602076559376
163	-1.80269752968698
164	-1.76937429378020
165	-1.73605105787342
166	-1.70272772196353
167	-1.66940448605675
168	-1.63608125014997
169	-1.60275801424319
170	-1.56943467833331
171	-1.53611144242653
172	-1.50278820651975
173	-1.46946497061297
174	-1.43614173470619
175	-1.40281839879630
176	-1.36949516288952
177	-1.33618302732781
178	-1.30285979142103
179	-1.26953655551426
180	-1.23621321960437
181	-1.20288998369759
182	-1.16956674779081
183	-1.13624351188403
184	-1.10292017597414
185	-1.06959694006736
186	-1.03627370416058
187	-1.00295046825380
188	-0.969627232347024
189	-0.936303896437136
190	-0.902980660530357
191	-0.869657424623576
192	-0.836334188716798
193	-0.803010852806910
194	-0.769687616900131
195	-0.736364380993352
196	-0.703041145086572
197	-0.669717909179793
198	-0.636394573269905
199	-0.603071337363126
200	-0.569748101456346
201	-0.536424865549567
202	-0.503101529639679
203	-0.469789394077973
204	-0.436455057826121
205	-0.403142922264413
206	-0.369819686357634
207	-0.336496350447746
208	-0.303173114540967
209	-0.269849878634187
210	-0.236526642727408
211	-0.203203406820629
212	-0.169880070910741
213	-0.136556835003962
214	-0.103233599097182
215	-0.0699103631904032
216	-0.0365870272805147
217	-0.00326379137373589
218	0.0300594445330438
219	0.0633826804398225
220	0.0967059163466022
221	0.130029252256490
222	0.163352488163269
223	0.196675724070049
224	0.229998959976828
225	0.263322295886717
226	0.296634431448424
227	0.329968767700274
228	0.363292003607054
229	0.396615239513833
230	0.429927475078649
231	0.463250710985428
232	0.496573946892208
233	0.529897182798987
234	0.563220418705765
235	0.596543754615654
236	0.629866990522433
237	0.663190226429212
238	0.696513462335992
239	0.729836798245880
240	0.763160034152659
241	0.796483270059437
242	0.829806505966219
243	0.863129741872998
244	0.896453077782886
245	0.929776313689664
246	0.963099549596444
247	0.996422785503222
248	1.02974612141311
249	1.06306935731989
250	1.09639259322667
251	1.12971582913345
252	1.16303906504023
253	1.19636240095012
254	1.22968563685690
255	1.26300887276367
256	1.29633210867045
257	1.32965544458034
258	1.36296758014205
259	1.39630191639390
260	1.42961405195561
261	1.46293728786239
262	1.49627172411735
263	1.52958385967905
264	1.56290709558583
265	1.59623033149261
266	1.62955356739939
267	1.66287690330928
268	1.69620013921606
269	1.72952337512284
270	1.76284661102962
271	1.79616994693951
272	1.82949318284629
273	1.86281641875306
274	1.89613965465984
275	1.92946289056662
276	1.96278622647651
277	1.99610946238329
278	2.02942159794500
279	2.06275593419685
280	2.09607927010674
281	2.12940250601352
282	2.16272574192030
283	2.19603787748200
284	2.22936111338878
285	2.26268444929867
286	2.29600768520545
287	2.32933092111223
288	2.36265415701901
289	2.39597739292579
290	2.42930072883568
291	2.46262396474245
292	2.49594720064923
293	2.52927043655601
294	2.56259377246590
295	2.59591700837268
296	2.62924024427946
297	2.66256348018624
298	2.69588671609302
299	2.72921005200291
300	2.76253328790969
301	2.79585652381646
302	2.82917975972324
303	2.86250309563313
304	2.89582633153991
305	2.92914956744669
306	2.96247280335347
307	2.99579603926025
308	3.02911937517014
309	3.06244261107692
310	3.09575474663862
311	3.12907798254540
312	3.16240121845218
313	3.19573565470714
314	3.22904779026885
315	3.26237102617563
316	3.29569426208241
317	3.32901759799230
318	3.36234083389908
319	3.39566406980585
320	3.42898730571263
321	3.46231054161941
322	3.49563387752930
323	3.52895711343608
324	3.56228034934286
325	3.59560358524964
326	3.62892692115953
327	3.66225015706631
328	3.69557339297309
329	3.72889662887986
330	3.76221986478664
331	3.79554320069653
332	3.82886643660331
333	3.86217857216502
334	3.89551290841687
335	3.92883624432676
336	3.96215948023354
337	3.99547161579524
338	4.02879485170202
339	4.06211808760880
340	4.09545252386376
341	4.12878686011562
342	4.16208789533225
343	4.19541113123903
344	4.22873436714581
345	4.26205770305570
346	4.29538093896248
347	4.32870417486925
348	4.36202741077603
349	4.39535074668592
350	4.42867398259270
351	4.46199721849948
352	4.49532045440626
353	4.52864369031304
354	4.56196702622293
355	4.59529026212971
356	4.62860239769141
357	4.66193673394326
358	4.69526006985315
359	4.72858330575993
360	4.76190654166671
361	4.79522977757349
362	4.82854191313520
363	4.86186524904509
364	4.89519958529694
365	4.92851172085864
366	4.96183495676542
367	4.99515819267220
368	5.02848152858209
369	5.06180476448887
370	5.09512800039565
371	5.12846233664750
372	5.16177457221232
373	5.19509780811910
374	5.22842104402588
375	5.26174427993265
376	5.29506751583943
377	5.32839085174932
378	5.36171408765610
379	5.39503732356288
380	5.42836055946966
381	5.46168389537955
382	5.49500713128633
383	5.52833036719311
384	5.56165360309989
385	5.59497683900667
386	5.62830017491655
387	5.66162341082333
388	5.69494664673011
389	5.72826988263689
390	5.76158201819860
391	5.79490535410849
392	5.82822859001527
393	5.86156292626712
394	5.89487506182883
395	5.92819839773871
396	5.96152163364549
397	5.99484486955227
398	6.02816810545905
399	6.06149134136583
400	6.09481467727572
401	6.12813791318250
402	6.16146114908928
403	6.19478438499606
404	6.22810772090594
405	6.26143095681272
406	6.29475419271950
407	6.32807742862628
408	6.36140066453306
409	6.39472400044295
410	6.42804723634973
411	6.46137047225651
412	6.49469370816329
413	6.52801704407318
414	6.56135138032503
415	6.59466351588673
416	6.62798675179351
417	6.66129888735522
418	6.69462222326511
419	6.72794545917189
420	6.76126869507867
421	6.79459193098544
422	6.82791516689222
423	6.86123850280211
424	6.89456173870889
425	6.92788497461567
426	6.96120821052245
427	6.99453154643234
428	7.02785478233912
429	7.06117801824590
430	7.09450125415268
431	7.12782449005946
432	7.16114782596934
433	7.19447106187612
434	7.22779429778290
435	7.26111753368968
436	7.29444086959957
437	7.32776410550635
438	7.36108734141313
439	7.39441057731991
440	7.42773381322669
441	7.46105714913657
442	7.49438038504335
443	7.52769252060506
444	7.56101575651184
445	7.59433899241862
446	7.62769562936372
447	7.66099666458036
448	7.69430880014207
449	7.72764313639392
450	7.76096647230381
451	7.79427860786551
452	7.82760184377229
453	7.86092507967907
454	7.89424831558585
455	7.92757165149574
456	7.96089488740252
457	7.99421812330930
458	8.02754135921608
459	8.06086469512596
460	8.09418793103274
461	8.12751116693952
462	8.16083440284630
463	8.19415763875308
464	8.22748097466297
465	8.26080421056975
466	8.29412744647653
467	8.32745068238330
468	8.36077401829320
469	8.39409725419997
470	8.42742049010676
471	8.46074372601353
472	8.49406696192031
473	8.52739029783020
474	8.56071353373698
475	8.59402566929868
476	8.62736000555054
477	8.66067214111225
478	8.69399547702214
479	8.72731871292891
480	8.76064194883569
481	8.79396518474247
482	8.82728852065236
483	8.86061175655914
484	8.89393499246592
485	8.92725822837270
486	8.96058146427948
487	8.99391590053444
488	9.02722803609614
489	9.06055127200292
490	9.09388560825477
491	9.12719784381959
492	9.16052107972637
493	9.19384431563315
494	9.22716755153993
495	9.26049078744671
496	9.29382522370167
497	9.32713735926338
498	9.36046059517016
499	9.39378383107693
500	9.42709596663864
501	9.46043040289360
502	9.49375363880038
503	9.52706577436209
504	9.56038901026887
505	9.59371234617876
506	9.62703558208553
507	9.66038101868246
508	9.69368205389909
509	9.72700528980587
510	9.76032862571576
511	9.79365186162254
512	9.82697509752932
513	9.86029833343610
514	9.89362166934599
515	9.92694490525276
516	9.96026814115955
517	9.99359137706632
518	10.0269146129731
519	10.0602379488830
520	10.0935611847898
521	10.1268844206966
522	10.1602076566033
523	10.1935309925132
524	10.2268542284200
525	10.2601663639817
526	10.2935007002336
527	10.3268239361403
528	10.3601361717052
529	10.3934594076119
530	10.4267826435187
531	10.4601058794255
532	10.4934291153323
533	10.5267524512422
534	10.5600756871489
535	10.5933989230557
536	10.6267221589625
537	10.6600454948724
538	10.6933687307792
539	10.7266919666859
540	10.7600486036310
541	10.7933384384995
542	10.8266617744094
543	10.8599850103162
544	10.8933082462229
545	10.9266314821297
546	10.9599548180396
547	10.9932780539464
548	11.0266012898532
549	11.0599245257600
550	11.0932477616667
551	11.1265710975766
552	11.1598943334834
553	11.1932175693902
554	11.2265297049519
555	11.2598641412068
556	11.2932095778038
557	11.3264995126753
558	11.3598338489272
559	11.3931459844889
560	11.4264693203988
561	11.4597925563056
562	11.4931157922123
563	11.5264390281191
564	11.5597622640259
565	11.5930855999358
566	11.6264088358426
567	11.6597320717493
568	11.6930553076561
569	11.7263786435660
570	11.7597018794728
571	11.7930251153796
572	11.8263483512863
573	11.8596715871931
574	11.8929949231030
575	11.9263181590098
576	11.9596413949166
577	11.9929646308234
578	12.0262879667332
579	12.0596223029851
580	12.0929233382017
581	12.1262576744536
582	12.1595809103604
583	12.1929042462702
584	12.2262163818320
585	12.2595396177387
586	12.2928628536455
587	12.3261860895523
588	12.3595094254622
589	12.3928326613690
590	12.4261558972757
591	12.4594791331825
592	12.4928024690924
593	12.5261257049992
594	12.5594489409060
595	12.5927721768127
596	12.6260954127195
597	12.6594187486294
598	12.6927419845362
599	12.7260652204430
600	12.7593884563497
601	12.7927117922596
602	12.8260350281664
603	12.8593582640732
604	12.8926814999800
605	12.9260047358868
606	12.9593280717966
607	12.9926513077034
608	13.0259634432651
609	13.0592977795170
610	13.0926211154269
611	13.1259332509886
612	13.1592564868954
613	13.1925797228021
614	13.2259140590540
615	13.2592262946188
616	13.2925495305256
617	13.3258727664324
618	13.3591960023391
619	13.3925192382459
620	13.4258425741558
621	13.4591658100626
622	13.4925001463144
623	13.5258122818761
624	13.5591356177860
625	13.5924588536928
626	13.6257820895996
627	13.6591053255064
628	13.6924285614131
629	13.7257518973230
630	13.7590751332298
631	13.7923983691366
632	13.8257216050434
633	13.8590337406051
634	13.8923570765150
635	13.9256803124217
636	13.9590035483285
637	13.9923267842353
638	14.0256501201452
639	14.0589733560520
640	14.0922965919588
641	14.1256198278655
642	14.1589430637723
643	14.1922663996822
644	14.2255896355890
645	14.2589128714958
646	14.2922472077476
647	14.3255594433124
648	14.3588826792192
649	14.3922059151260
650	14.4255291510328
651	14.4588523869395
652	14.4921757228494
653	14.5254989587562
654	14.5588221946630
655	14.5921454305698
656	14.6254687664797
657	14.6588031027315
658	14.6921263386383
659	14.7254384742000
660	14.7587617101068
661	14.7920739456716
662	14.8254082819234
663	14.8587204174851
664	14.8920436533919
665	14.9253668892987
666	14.9586902252086
667	14.9920134611154
668	15.0253366970222
669	15.0586599329289
670	15.0919832688388
671	15.1253176050907
672	15.1586297406524
673	15.1919529765592
674	15.2252762124659
675	15.2585995483758
676	15.2919227842826
677	15.3252460201894
678	15.3585692560962
679	15.3918925920060
