Frame_ID	Timestamp(s)
1	10.5846429508621
2	10.6180106881523
3	10.6513784254425
4	10.6847460627296
5	10.7181138000197
6	10.7514815373099
7	10.7848491745970
8	10.8182169118872
9	10.8515846491773
10	10.8849522864644
11	10.9183200237546
12	10.9516877610448
13	10.9850553983318
14	11.0184231356220
15	11.0517908729122
16	11.0851585101992
17	11.1185262474894
18	11.1518939847796
19	11.1852616220667
20	11.2186293593568
21	11.2519970966470
22	11.2853647339341
23	11.3187324712243
24	11.3521002085144
25	11.3854678458015
26	11.4188355830917
27	11.4522033203819
28	11.4855709576689
29	11.5189386949591
30	11.5523064322493
31	11.5856740695364
32	11.6190418068265
33	11.6524095441167
34	11.6857771814038
35	11.7191449186939
36	11.7525126559841
37	11.7858802932712
38	11.8192480305614
39	11.8526157678515
40	11.8859834051386
41	11.9193511424288
42	11.9527188797190
43	11.9860865170060
44	12.0194542542962
45	12.0528219915864
46	12.0861896288735
47	12.1195573661636
48	12.1529251034538
49	12.1862927407409
50	12.2196604780311
51	12.2530282153212
52	12.2863958526083
53	12.3197635898985
54	12.3531313271887
55	12.3864989644757
56	12.4198667017659
57	12.4532344390561
58	12.4866020763431
59	12.5199698136333
60	12.5533375509235
61	12.5867051882106
62	12.6200729255007
63	12.6534406627909
64	12.6868083000780
65	12.7201760373682
66	12.7535437746583
67	12.7869114119454
68	12.8202791492356
69	12.8536468865258
70	12.8870145238128
71	12.9203822611030
72	12.9537499983932
73	12.9871176356803
74	13.0204853729704
75	13.0538531102606
76	13.0872207475477
77	13.1205884848379
78	13.1539562221280
79	13.1873238594151
80	13.2206915967053
81	13.2540593339955
82	13.2874269712825
83	13.3207947085727
84	13.3541624458629
85	13.3875300831499
86	13.4208978204401
87	13.4542655577303
88	13.4876331950174
89	13.5210009323075
90	13.5543686695977
91	13.5877363068848
92	13.6211040441750
93	13.6544717814651
94	13.6878394187522
95	13.7212071560424
96	13.7545748933326
97	13.7879425306196
98	13.8213102679098
99	13.8546780052000
100	13.8880456424871
101	13.9214133797772
102	13.9547811170674
103	13.9881487543545
104	14.0215164916447
105	14.0548842289348
106	14.0882518662219
107	14.1216196035121
108	14.1549873408023
109	14.1883549780893
110	14.2217227153795
111	14.2550904526697
112	14.2884580899567
113	14.3218258272469
114	14.3551935645371
115	14.3885612018242
116	14.4219289391143
117	14.4552966764045
118	14.4886643136916
119	14.5220320509818
120	14.5553997882719
121	14.5887674255590
122	14.6221351628492
123	14.6555029001394
124	14.6888705374264
125	14.7222382747166
126	14.7556060120068
127	14.7889736492939
128	14.8223413865840
129	14.8557091238742
130	14.8890767611613
131	14.9224444984514
132	14.9558122357416
133	14.9891798730287
134	15.0225476103189
135	15.0559153476090
136	15.0892829848961
137	15.1226507221863
138	15.1560184594765
139	15.1893860967635
140	15.2227538340537
141	15.2561215713439
142	15.2894892086310
143	15.3228569459211
144	15.3562246832113
145	15.3895923204984
146	15.4229600577886
147	15.4563277950787
148	15.4896954323658
149	15.5230631696560
150	15.5564309069462
151	15.5897985442332
152	15.6231662815234
153	15.6565340188136
154	15.6899016561006
155	15.7232693933908
156	15.7566371306810
157	15.7900047679681
158	15.8233725052582
159	15.8567402425484
160	15.8901078798355
161	15.9234756171257
162	15.9568433544158
163	15.9902109917029
164	16.0235787289931
165	16.0569464662833
166	16.0903141035703
167	16.1236818408605
168	16.1570495781507
169	16.1904172154378
170	16.2237849527279
171	16.2571526900181
172	16.2905203273052
173	16.3238880645954
174	16.3572558018855
175	16.3906234391726
176	16.4239911764628
177	16.4573589137530
178	16.4907265510400
179	16.5240942883302
180	16.5574620256204
181	16.5908296629074
182	16.6241974001976
183	16.6575651374878
184	16.6909327747749
185	16.7243005120650
186	16.7576682493552
187	16.7910358866423
188	16.8244036239325
189	16.8577713612226
190	16.8911389985097
191	16.9245067357999
192	16.9578744730901
193	16.9912421103771
194	17.0246098476673
195	17.0579775849575
196	17.0913452222446
197	17.1247129595347
198	17.1580806968249
199	17.1914483341120
200	17.2248160714022
201	17.2581838086923
202	17.2915514459794
203	17.3249191832696
204	17.3582869205598
205	17.3916545578468
206	17.4250222951370
207	17.4583900324272
208	17.4917576697142
209	17.5251254070044
210	17.5584931442946
211	17.5918607815817
212	17.6252285188718
213	17.6585962561620
214	17.6919638934491
215	17.7253316307393
216	17.7586993680294
217	17.7920670053165
218	17.8254347426067
219	17.8588024798969
220	17.8921701171839
221	17.9255378544741
222	17.9589055917643
223	17.9922732290514
224	18.0256409663415
225	18.0590087036317
226	18.0923763409188
227	18.1257440782090
228	18.1591118154991
229	18.1924794527862
230	18.2258471900764
231	18.2592149273666
232	18.2925825646536
233	18.3259503019438
234	18.3593180392340
235	18.3926856765210
236	18.4260534138112
237	18.4594211511014
238	18.4927887883885
239	18.5261565256786
240	18.5595242629688
241	18.5928919002559
242	18.6262596375461
243	18.6596273748362
244	18.6929950121233
245	18.7263627494135
246	18.7597304867037
247	18.7930981239907
248	18.8264658612809
249	18.8598335985711
250	18.8932012358581
251	18.9265689731483
252	18.9599367104385
253	18.9933043477256
254	19.0266720850157
255	19.0600398223059
256	19.0934074595930
257	19.1267751968832
258	19.1601429341733
259	19.1935105714604
260	19.2268783087506
261	19.2602460460408
262	19.2936136833278
263	19.3269814206180
264	19.3603491579082
265	19.3937167951953
266	19.4270845324854
267	19.4604522697756
268	19.4938199070627
269	19.5271876443529
270	19.5605553816430
271	19.5939230189301
272	19.6272907562203
273	19.6606584935105
274	19.6940261307975
275	19.7273938680877
276	19.7607616053779
277	19.7941292426649
278	19.8274969799551
279	19.8608647172453
280	19.8942323545324
281	19.9276000918225
